counterparty_id,counterparty_type,counterparty_name,country_code,institution_name,external_account_ref,risk_score
CP_000554,beneficiary,Synthetic Counterparty 000554,SG,Synthetic Institution 004,EXT-00000554,21.31
CP_000555,merchant,Synthetic Counterparty 000555,BR,Synthetic Institution 005,EXT-00000555,14.04
CP_000556,bank,Synthetic Counterparty 000556,BR,Synthetic Institution 006,EXT-00000556,11.23
CP_000557,exchange,Synthetic Counterparty 000557,SG,Synthetic Institution 007,EXT-00000557,61.47
CP_000558,merchant,Synthetic Counterparty 000558,BR,Synthetic Institution 008,EXT-00000558,18.93
CP_000559,exchange,Synthetic Counterparty 000559,AU,Synthetic Institution 009,EXT-00000559,36.01
CP_000560,merchant,Synthetic Counterparty 000560,AU,Synthetic Institution 010,EXT-00000560,54.64
CP_000561,merchant,Synthetic Counterparty 000561,AU,Synthetic Institution 011,EXT-00000561,2.91
CP_000562,wallet,Synthetic Counterparty 000562,SG,Synthetic Institution 012,EXT-00000562,30.64
CP_000563,merchant,Synthetic Counterparty 000563,ZA,Synthetic Institution 013,EXT-00000563,50.33
CP_000564,merchant,Synthetic Counterparty 000564,HK,Synthetic Institution 014,EXT-00000564,61.67
CP_000565,merchant,Synthetic Counterparty 000565,BR,Synthetic Institution 015,EXT-00000565,46.36
CP_000566,merchant,Synthetic Counterparty 000566,CA,Synthetic Institution 016,EXT-00000566,37.74
CP_000567,wallet,Synthetic Counterparty 000567,AE,Synthetic Institution 017,EXT-00000567,5.19
CP_000568,merchant,Synthetic Counterparty 000568,AE,Synthetic Institution 018,EXT-00000568,29.9
CP_000569,merchant,Synthetic Counterparty 000569,SG,Synthetic Institution 019,EXT-00000569,40.28
CP_000570,beneficiary,Synthetic Counterparty 000570,VG,Synthetic Institution 020,EXT-00000570,38.14
CP_000571,beneficiary,Synthetic Counterparty 000571,DE,Synthetic Institution 021,EXT-00000571,22.88
CP_000572,merchant,Synthetic Counterparty 000572,BR,Synthetic Institution 022,EXT-00000572,44.7
CP_000573,merchant,Synthetic Counterparty 000573,SG,Synthetic Institution 023,EXT-00000573,23.42
CP_000574,merchant,Synthetic Counterparty 000574,DE,Synthetic Institution 024,EXT-00000574,30.92
CP_000575,bank,Synthetic Counterparty 000575,SG,Synthetic Institution 025,EXT-00000575,37.23
CP_000576,merchant,Synthetic Counterparty 000576,VG,Synthetic Institution 001,EXT-00000576,33.03
CP_000577,merchant,Synthetic Counterparty 000577,PA,Synthetic Institution 002,EXT-00000577,56.11
CP_000578,merchant,Synthetic Counterparty 000578,US,Synthetic Institution 003,EXT-00000578,22.43
CP_000579,merchant,Synthetic Counterparty 000579,US,Synthetic Institution 004,EXT-00000579,58.81
CP_000580,merchant,Synthetic Counterparty 000580,BR,Synthetic Institution 005,EXT-00000580,46.09
CP_000581,merchant,Synthetic Counterparty 000581,AE,Synthetic Institution 006,EXT-00000581,36.6
CP_000582,beneficiary,Synthetic Counterparty 000582,US,Synthetic Institution 007,EXT-00000582,41.8
CP_000583,merchant,Synthetic Counterparty 000583,DE,Synthetic Institution 008,EXT-00000583,19.58
CP_000584,merchant,Synthetic Counterparty 000584,BR,Synthetic Institution 009,EXT-00000584,43.17
CP_000585,merchant,Synthetic Counterparty 000585,US,Synthetic Institution 010,EXT-00000585,15.25
CP_000586,merchant,Synthetic Counterparty 000586,ZA,Synthetic Institution 011,EXT-00000586,19.2
CP_000587,beneficiary,Synthetic Counterparty 000587,AU,Synthetic Institution 012,EXT-00000587,41.52
CP_000588,merchant,Synthetic Counterparty 000588,GB,Synthetic Institution 013,EXT-00000588,27.57
CP_000589,wallet,Synthetic Counterparty 000589,BR,Synthetic Institution 014,EXT-00000589,50.97
CP_000590,beneficiary,Synthetic Counterparty 000590,AE,Synthetic Institution 015,EXT-00000590,25.56
CP_000591,wallet,Synthetic Counterparty 000591,ZA,Synthetic Institution 016,EXT-00000591,32.38
CP_000592,merchant,Synthetic Counterparty 000592,HK,Synthetic Institution 017,EXT-00000592,30.91
CP_000593,exchange,Synthetic Counterparty 000593,DE,Synthetic Institution 018,EXT-00000593,0.0
CP_000594,wallet,Synthetic Counterparty 000594,SG,Synthetic Institution 019,EXT-00000594,5.06
CP_000595,bank,Synthetic Counterparty 000595,GB,Synthetic Institution 020,EXT-00000595,37.63
CP_000596,merchant,Synthetic Counterparty 000596,AU,Synthetic Institution 021,EXT-00000596,7.64
CP_000597,bank,Synthetic Counterparty 000597,ZA,Synthetic Institution 022,EXT-00000597,0.0
CP_000598,beneficiary,Synthetic Counterparty 000598,DE,Synthetic Institution 023,EXT-00000598,28.31
CP_000599,bank,Synthetic Counterparty 000599,PA,Synthetic Institution 024,EXT-00000599,58.44
CP_000600,merchant,Synthetic Counterparty 000600,PA,Synthetic Institution 025,EXT-00000600,94.14
CP_000601,exchange,Synthetic Counterparty 000601,AU,Synthetic Institution 001,EXT-00000601,14.83
CP_000602,exchange,Synthetic Counterparty 000602,AE,Synthetic Institution 002,EXT-00000602,12.55
CP_000603,bank,Synthetic Counterparty 000603,HK,Synthetic Institution 003,EXT-00000603,79.56
CP_000604,beneficiary,Synthetic Counterparty 000604,SG,Synthetic Institution 004,EXT-00000604,36.69
CP_000605,merchant,Synthetic Counterparty 000605,PA,Synthetic Institution 005,EXT-00000605,39.82
CP_000606,exchange,Synthetic Counterparty 000606,VG,Synthetic Institution 006,EXT-00000606,61.04
CP_000607,wallet,Synthetic Counterparty 000607,VG,Synthetic Institution 007,EXT-00000607,54.8
CP_000608,wallet,Synthetic Counterparty 000608,VG,Synthetic Institution 008,EXT-00000608,38.67
CP_000609,wallet,Synthetic Counterparty 000609,AU,Synthetic Institution 009,EXT-00000609,26.58
CP_000610,beneficiary,Synthetic Counterparty 000610,CA,Synthetic Institution 010,EXT-00000610,10.11
CP_000611,merchant,Synthetic Counterparty 000611,BR,Synthetic Institution 011,EXT-00000611,43.1
CP_000612,bank,Synthetic Counterparty 000612,PA,Synthetic Institution 012,EXT-00000612,54.7
CP_000613,beneficiary,Synthetic Counterparty 000613,HK,Synthetic Institution 013,EXT-00000613,47.83
CP_000614,exchange,Synthetic Counterparty 000614,GB,Synthetic Institution 014,EXT-00000614,15.14
CP_000615,merchant,Synthetic Counterparty 000615,AE,Synthetic Institution 015,EXT-00000615,31.5
CP_000616,bank,Synthetic Counterparty 000616,SG,Synthetic Institution 016,EXT-00000616,59.43
CP_000617,bank,Synthetic Counterparty 000617,ZA,Synthetic Institution 017,EXT-00000617,4.75
CP_000618,merchant,Synthetic Counterparty 000618,AU,Synthetic Institution 018,EXT-00000618,33.64
CP_000619,beneficiary,Synthetic Counterparty 000619,GB,Synthetic Institution 019,EXT-00000619,15.21
CP_000620,wallet,Synthetic Counterparty 000620,SG,Synthetic Institution 020,EXT-00000620,33.09
CP_000621,merchant,Synthetic Counterparty 000621,HK,Synthetic Institution 021,EXT-00000621,28.17
CP_000622,merchant,Synthetic Counterparty 000622,ZA,Synthetic Institution 022,EXT-00000622,19.02
CP_000623,merchant,Synthetic Counterparty 000623,DE,Synthetic Institution 023,EXT-00000623,0.0
CP_000624,bank,Synthetic Counterparty 000624,HK,Synthetic Institution 024,EXT-00000624,48.54
CP_000625,wallet,Synthetic Counterparty 000625,US,Synthetic Institution 025,EXT-00000625,7.16
CP_000626,bank,Synthetic Counterparty 000626,PA,Synthetic Institution 001,EXT-00000626,45.26
CP_000627,wallet,Synthetic Counterparty 000627,BR,Synthetic Institution 002,EXT-00000627,75.6
CP_000628,merchant,Synthetic Counterparty 000628,PA,Synthetic Institution 003,EXT-00000628,91.61
CP_000629,merchant,Synthetic Counterparty 000629,VG,Synthetic Institution 004,EXT-00000629,55.14
CP_000630,merchant,Synthetic Counterparty 000630,US,Synthetic Institution 005,EXT-00000630,21.15
CP_000631,beneficiary,Synthetic Counterparty 000631,HK,Synthetic Institution 006,EXT-00000631,8.53
CP_000632,merchant,Synthetic Counterparty 000632,AU,Synthetic Institution 007,EXT-00000632,49.48
CP_000633,beneficiary,Synthetic Counterparty 000633,DE,Synthetic Institution 008,EXT-00000633,14.15
CP_000634,beneficiary,Synthetic Counterparty 000634,BR,Synthetic Institution 009,EXT-00000634,39.51
CP_000635,merchant,Synthetic Counterparty 000635,GB,Synthetic Institution 010,EXT-00000635,28.49
CP_000636,merchant,Synthetic Counterparty 000636,SG,Synthetic Institution 011,EXT-00000636,53.06
CP_000637,beneficiary,Synthetic Counterparty 000637,VG,Synthetic Institution 012,EXT-00000637,48.01
CP_000638,merchant,Synthetic Counterparty 000638,BR,Synthetic Institution 013,EXT-00000638,56.01
CP_000639,bank,Synthetic Counterparty 000639,US,Synthetic Institution 014,EXT-00000639,0.0
CP_000640,beneficiary,Synthetic Counterparty 000640,ZA,Synthetic Institution 015,EXT-00000640,8.72
CP_000641,bank,Synthetic Counterparty 000641,VG,Synthetic Institution 016,EXT-00000641,44.27
CP_000642,exchange,Synthetic Counterparty 000642,GB,Synthetic Institution 017,EXT-00000642,23.92
CP_000643,merchant,Synthetic Counterparty 000643,VG,Synthetic Institution 018,EXT-00000643,39.81
CP_000644,beneficiary,Synthetic Counterparty 000644,AU,Synthetic Institution 019,EXT-00000644,40.54
CP_000645,bank,Synthetic Counterparty 000645,AE,Synthetic Institution 020,EXT-00000645,53.21
CP_000646,merchant,Synthetic Counterparty 000646,BR,Synthetic Institution 021,EXT-00000646,26.79
CP_000647,merchant,Synthetic Counterparty 000647,VG,Synthetic Institution 022,EXT-00000647,30.95
CP_000648,merchant,Synthetic Counterparty 000648,DE,Synthetic Institution 023,EXT-00000648,39.27
CP_000649,bank,Synthetic Counterparty 000649,SG,Synthetic Institution 024,EXT-00000649,28.69
CP_000650,bank,Synthetic Counterparty 000650,BR,Synthetic Institution 025,EXT-00000650,20.34
CP_000651,bank,Synthetic Counterparty 000651,DE,Synthetic Institution 001,EXT-00000651,19.22
CP_000652,wallet,Synthetic Counterparty 000652,GB,Synthetic Institution 002,EXT-00000652,31.75
CP_000653,merchant,Synthetic Counterparty 000653,PA,Synthetic Institution 003,EXT-00000653,67.58
CP_000654,beneficiary,Synthetic Counterparty 000654,PA,Synthetic Institution 004,EXT-00000654,70.54
CP_000655,exchange,Synthetic Counterparty 000655,BR,Synthetic Institution 005,EXT-00000655,51.51
CP_000656,bank,Synthetic Counterparty 000656,BR,Synthetic Institution 006,EXT-00000656,26.73
CP_000657,merchant,Synthetic Counterparty 000657,HK,Synthetic Institution 007,EXT-00000657,0.0
CP_000658,merchant,Synthetic Counterparty 000658,AE,Synthetic Institution 008,EXT-00000658,40.77
CP_000659,merchant,Synthetic Counterparty 000659,GB,Synthetic Institution 009,EXT-00000659,7.72
CP_000660,bank,Synthetic Counterparty 000660,AE,Synthetic Institution 010,EXT-00000660,6.4
CP_000661,wallet,Synthetic Counterparty 000661,CA,Synthetic Institution 011,EXT-00000661,0.0
CP_000662,bank,Synthetic Counterparty 000662,PA,Synthetic Institution 012,EXT-00000662,70.33
CP_000663,beneficiary,Synthetic Counterparty 000663,AE,Synthetic Institution 013,EXT-00000663,34.36
CP_000664,bank,Synthetic Counterparty 000664,ZA,Synthetic Institution 014,EXT-00000664,26.34
CP_000665,beneficiary,Synthetic Counterparty 000665,PA,Synthetic Institution 015,EXT-00000665,66.1
CP_000666,exchange,Synthetic Counterparty 000666,AU,Synthetic Institution 016,EXT-00000666,43.09
CP_000667,merchant,Synthetic Counterparty 000667,PA,Synthetic Institution 017,EXT-00000667,51.75
CP_000668,beneficiary,Synthetic Counterparty 000668,SG,Synthetic Institution 018,EXT-00000668,37.72
CP_000669,merchant,Synthetic Counterparty 000669,VG,Synthetic Institution 019,EXT-00000669,56.67
CP_000670,merchant,Synthetic Counterparty 000670,VG,Synthetic Institution 020,EXT-00000670,35.93
CP_000671,beneficiary,Synthetic Counterparty 000671,HK,Synthetic Institution 021,EXT-00000671,49.17
CP_000672,beneficiary,Synthetic Counterparty 000672,GB,Synthetic Institution 022,EXT-00000672,19.71
CP_000673,beneficiary,Synthetic Counterparty 000673,PA,Synthetic Institution 023,EXT-00000673,96.67
CP_000674,merchant,Synthetic Counterparty 000674,GB,Synthetic Institution 024,EXT-00000674,29.71
CP_000675,merchant,Synthetic Counterparty 000675,SG,Synthetic Institution 025,EXT-00000675,26.96
CP_000676,merchant,Synthetic Counterparty 000676,AU,Synthetic Institution 001,EXT-00000676,6.36
CP_000677,bank,Synthetic Counterparty 000677,BR,Synthetic Institution 002,EXT-00000677,44.72
CP_000678,merchant,Synthetic Counterparty 000678,HK,Synthetic Institution 003,EXT-00000678,12.36
CP_000679,merchant,Synthetic Counterparty 000679,BR,Synthetic Institution 004,EXT-00000679,7.59
CP_000680,merchant,Synthetic Counterparty 000680,DE,Synthetic Institution 005,EXT-00000680,44.39
CP_000681,bank,Synthetic Counterparty 000681,PA,Synthetic Institution 006,EXT-00000681,80.64
CP_000682,beneficiary,Synthetic Counterparty 000682,ZA,Synthetic Institution 007,EXT-00000682,31.31
CP_000683,merchant,Synthetic Counterparty 000683,AU,Synthetic Institution 008,EXT-00000683,22.75
CP_000684,merchant,Synthetic Counterparty 000684,BR,Synthetic Institution 009,EXT-00000684,57.42
CP_000685,merchant,Synthetic Counterparty 000685,AE,Synthetic Institution 010,EXT-00000685,33.43
CP_000686,merchant,Synthetic Counterparty 000686,AE,Synthetic Institution 011,EXT-00000686,17.45
CP_000687,wallet,Synthetic Counterparty 000687,AE,Synthetic Institution 012,EXT-00000687,64.9
CP_000688,exchange,Synthetic Counterparty 000688,GB,Synthetic Institution 013,EXT-00000688,18.0
CP_000689,bank,Synthetic Counterparty 000689,ZA,Synthetic Institution 014,EXT-00000689,19.01
CP_000690,exchange,Synthetic Counterparty 000690,ZA,Synthetic Institution 015,EXT-00000690,49.58
CP_000691,bank,Synthetic Counterparty 000691,BR,Synthetic Institution 016,EXT-00000691,32.63
CP_000692,beneficiary,Synthetic Counterparty 000692,PA,Synthetic Institution 017,EXT-00000692,39.72
CP_000693,merchant,Synthetic Counterparty 000693,PA,Synthetic Institution 018,EXT-00000693,83.77
CP_000694,merchant,Synthetic Counterparty 000694,US,Synthetic Institution 019,EXT-00000694,44.25
CP_000695,bank,Synthetic Counterparty 000695,US,Synthetic Institution 020,EXT-00000695,33.89
CP_000696,beneficiary,Synthetic Counterparty 000696,AU,Synthetic Institution 021,EXT-00000696,17.89
CP_000697,bank,Synthetic Counterparty 000697,DE,Synthetic Institution 022,EXT-00000697,31.99
CP_000698,beneficiary,Synthetic Counterparty 000698,ZA,Synthetic Institution 023,EXT-00000698,15.79
CP_000699,exchange,Synthetic Counterparty 000699,AU,Synthetic Institution 024,EXT-00000699,15.88
CP_000700,merchant,Synthetic Counterparty 000700,ZA,Synthetic Institution 025,EXT-00000700,21.23
CP_000701,merchant,Synthetic Counterparty 000701,AE,Synthetic Institution 001,EXT-00000701,32.02
CP_000702,merchant,Synthetic Counterparty 000702,VG,Synthetic Institution 002,EXT-00000702,40.79
CP_000703,bank,Synthetic Counterparty 000703,AU,Synthetic Institution 003,EXT-00000703,35.38
CP_000704,bank,Synthetic Counterparty 000704,BR,Synthetic Institution 004,EXT-00000704,44.86
CP_000705,exchange,Synthetic Counterparty 000705,AE,Synthetic Institution 005,EXT-00000705,30.83
CP_000706,merchant,Synthetic Counterparty 000706,HK,Synthetic Institution 006,EXT-00000706,23.6
CP_000707,beneficiary,Synthetic Counterparty 000707,SG,Synthetic Institution 007,EXT-00000707,35.22
CP_000708,merchant,Synthetic Counterparty 000708,ZA,Synthetic Institution 008,EXT-00000708,73.44
CP_000709,merchant,Synthetic Counterparty 000709,HK,Synthetic Institution 009,EXT-00000709,28.68
CP_000710,wallet,Synthetic Counterparty 000710,BR,Synthetic Institution 010,EXT-00000710,12.06
CP_000711,merchant,Synthetic Counterparty 000711,AU,Synthetic Institution 011,EXT-00000711,34.27
CP_000712,beneficiary,Synthetic Counterparty 000712,AE,Synthetic Institution 012,EXT-00000712,40.69
CP_000713,merchant,Synthetic Counterparty 000713,CA,Synthetic Institution 013,EXT-00000713,8.24
CP_000714,bank,Synthetic Counterparty 000714,AE,Synthetic Institution 014,EXT-00000714,31.23
CP_000715,beneficiary,Synthetic Counterparty 000715,US,Synthetic Institution 015,EXT-00000715,34.97
CP_000716,beneficiary,Synthetic Counterparty 000716,BR,Synthetic Institution 016,EXT-00000716,9.35
CP_000717,beneficiary,Synthetic Counterparty 000717,AU,Synthetic Institution 017,EXT-00000717,12.19
CP_000718,bank,Synthetic Counterparty 000718,GB,Synthetic Institution 018,EXT-00000718,55.18
CP_000719,bank,Synthetic Counterparty 000719,AU,Synthetic Institution 019,EXT-00000719,45.91
CP_000720,merchant,Synthetic Counterparty 000720,VG,Synthetic Institution 020,EXT-00000720,62.5
CP_000721,beneficiary,Synthetic Counterparty 000721,US,Synthetic Institution 021,EXT-00000721,43.41
CP_000722,merchant,Synthetic Counterparty 000722,HK,Synthetic Institution 022,EXT-00000722,12.93
CP_000723,merchant,Synthetic Counterparty 000723,GB,Synthetic Institution 023,EXT-00000723,12.32
CP_000724,bank,Synthetic Counterparty 000724,HK,Synthetic Institution 024,EXT-00000724,52.55
CP_000725,beneficiary,Synthetic Counterparty 000725,DE,Synthetic Institution 025,EXT-00000725,18.2
CP_000726,merchant,Synthetic Counterparty 000726,US,Synthetic Institution 001,EXT-00000726,35.09
CP_000727,exchange,Synthetic Counterparty 000727,GB,Synthetic Institution 002,EXT-00000727,41.33
CP_000728,merchant,Synthetic Counterparty 000728,DE,Synthetic Institution 003,EXT-00000728,30.86
CP_000729,merchant,Synthetic Counterparty 000729,ZA,Synthetic Institution 004,EXT-00000729,49.54
CP_000730,beneficiary,Synthetic Counterparty 000730,SG,Synthetic Institution 005,EXT-00000730,13.02
CP_000731,beneficiary,Synthetic Counterparty 000731,SG,Synthetic Institution 006,EXT-00000731,20.15
CP_000732,beneficiary,Synthetic Counterparty 000732,ZA,Synthetic Institution 007,EXT-00000732,18.82
CP_000733,beneficiary,Synthetic Counterparty 000733,VG,Synthetic Institution 008,EXT-00000733,80.05
CP_000734,bank,Synthetic Counterparty 000734,CA,Synthetic Institution 009,EXT-00000734,31.62
CP_000735,beneficiary,Synthetic Counterparty 000735,PA,Synthetic Institution 010,EXT-00000735,54.75
CP_000736,merchant,Synthetic Counterparty 000736,VG,Synthetic Institution 011,EXT-00000736,55.1
CP_000737,bank,Synthetic Counterparty 000737,PA,Synthetic Institution 012,EXT-00000737,97.31
CP_000738,merchant,Synthetic Counterparty 000738,US,Synthetic Institution 013,EXT-00000738,38.33
CP_000739,beneficiary,Synthetic Counterparty 000739,GB,Synthetic Institution 014,EXT-00000739,19.8
CP_000740,merchant,Synthetic Counterparty 000740,ZA,Synthetic Institution 015,EXT-00000740,39.81
CP_000741,wallet,Synthetic Counterparty 000741,AU,Synthetic Institution 016,EXT-00000741,68.2
CP_000742,bank,Synthetic Counterparty 000742,HK,Synthetic Institution 017,EXT-00000742,40.08
CP_000743,merchant,Synthetic Counterparty 000743,SG,Synthetic Institution 018,EXT-00000743,0.0
CP_000744,merchant,Synthetic Counterparty 000744,BR,Synthetic Institution 019,EXT-00000744,49.07
CP_000745,wallet,Synthetic Counterparty 000745,BR,Synthetic Institution 020,EXT-00000745,54.69
CP_000746,merchant,Synthetic Counterparty 000746,CA,Synthetic Institution 021,EXT-00000746,49.57
CP_000747,beneficiary,Synthetic Counterparty 000747,HK,Synthetic Institution 022,EXT-00000747,35.23
CP_000748,beneficiary,Synthetic Counterparty 000748,VG,Synthetic Institution 023,EXT-00000748,81.64
CP_000749,merchant,Synthetic Counterparty 000749,HK,Synthetic Institution 024,EXT-00000749,33.28
CP_000750,beneficiary,Synthetic Counterparty 000750,AE,Synthetic Institution 025,EXT-00000750,42.45
CP_000751,bank,Synthetic Counterparty 000751,CA,Synthetic Institution 001,EXT-00000751,34.45
CP_000752,wallet,Synthetic Counterparty 000752,DE,Synthetic Institution 002,EXT-00000752,5.65
CP_000753,merchant,Synthetic Counterparty 000753,AE,Synthetic Institution 003,EXT-00000753,57.91
CP_000754,beneficiary,Synthetic Counterparty 000754,SG,Synthetic Institution 004,EXT-00000754,3.51
CP_000755,beneficiary,Synthetic Counterparty 000755,VG,Synthetic Institution 005,EXT-00000755,27.55
CP_000756,merchant,Synthetic Counterparty 000756,BR,Synthetic Institution 006,EXT-00000756,0.0
CP_000757,merchant,Synthetic Counterparty 000757,AE,Synthetic Institution 007,EXT-00000757,34.53
CP_000758,merchant,Synthetic Counterparty 000758,AE,Synthetic Institution 008,EXT-00000758,61.03
CP_000759,merchant,Synthetic Counterparty 000759,DE,Synthetic Institution 009,EXT-00000759,36.78
CP_000760,bank,Synthetic Counterparty 000760,HK,Synthetic Institution 010,EXT-00000760,57.07
CP_000761,beneficiary,Synthetic Counterparty 000761,AU,Synthetic Institution 011,EXT-00000761,52.26
CP_000762,wallet,Synthetic Counterparty 000762,CA,Synthetic Institution 012,EXT-00000762,30.82
CP_000763,bank,Synthetic Counterparty 000763,PA,Synthetic Institution 013,EXT-00000763,59.93
CP_000764,beneficiary,Synthetic Counterparty 000764,US,Synthetic Institution 014,EXT-00000764,23.18
CP_000765,merchant,Synthetic Counterparty 000765,ZA,Synthetic Institution 015,EXT-00000765,32.85
CP_000766,merchant,Synthetic Counterparty 000766,PA,Synthetic Institution 016,EXT-00000766,53.54
CP_000767,beneficiary,Synthetic Counterparty 000767,AE,Synthetic Institution 017,EXT-00000767,12.91
CP_000768,beneficiary,Synthetic Counterparty 000768,HK,Synthetic Institution 018,EXT-00000768,26.39
CP_000769,merchant,Synthetic Counterparty 000769,HK,Synthetic Institution 019,EXT-00000769,36.83
CP_000770,merchant,Synthetic Counterparty 000770,DE,Synthetic Institution 020,EXT-00000770,40.21
CP_000771,bank,Synthetic Counterparty 000771,ZA,Synthetic Institution 021,EXT-00000771,23.46
CP_000772,beneficiary,Synthetic Counterparty 000772,HK,Synthetic Institution 022,EXT-00000772,49.3
CP_000773,merchant,Synthetic Counterparty 000773,US,Synthetic Institution 023,EXT-00000773,26.19
CP_000774,beneficiary,Synthetic Counterparty 000774,CA,Synthetic Institution 024,EXT-00000774,11.7
CP_000775,beneficiary,Synthetic Counterparty 000775,ZA,Synthetic Institution 025,EXT-00000775,22.55
CP_000776,beneficiary,Synthetic Counterparty 000776,BR,Synthetic Institution 001,EXT-00000776,46.84
CP_000777,merchant,Synthetic Counterparty 000777,SG,Synthetic Institution 002,EXT-00000777,42.23
CP_000778,merchant,Synthetic Counterparty 000778,BR,Synthetic Institution 003,EXT-00000778,28.5
CP_000779,exchange,Synthetic Counterparty 000779,PA,Synthetic Institution 004,EXT-00000779,62.85
CP_000780,merchant,Synthetic Counterparty 000780,BR,Synthetic Institution 005,EXT-00000780,47.13
CP_000781,merchant,Synthetic Counterparty 000781,HK,Synthetic Institution 006,EXT-00000781,52.37
CP_000782,merchant,Synthetic Counterparty 000782,PA,Synthetic Institution 007,EXT-00000782,98.63
CP_000783,exchange,Synthetic Counterparty 000783,DE,Synthetic Institution 008,EXT-00000783,48.36
CP_000784,beneficiary,Synthetic Counterparty 000784,CA,Synthetic Institution 009,EXT-00000784,48.44
CP_000785,wallet,Synthetic Counterparty 000785,AE,Synthetic Institution 010,EXT-00000785,18.13
CP_000786,merchant,Synthetic Counterparty 000786,SG,Synthetic Institution 011,EXT-00000786,34.09
CP_000787,merchant,Synthetic Counterparty 000787,US,Synthetic Institution 012,EXT-00000787,31.97
CP_000788,beneficiary,Synthetic Counterparty 000788,AE,Synthetic Institution 013,EXT-00000788,53.97
CP_000789,exchange,Synthetic Counterparty 000789,VG,Synthetic Institution 014,EXT-00000789,52.85
CP_000790,beneficiary,Synthetic Counterparty 000790,GB,Synthetic Institution 015,EXT-00000790,28.09
CP_000791,merchant,Synthetic Counterparty 000791,PA,Synthetic Institution 016,EXT-00000791,51.35
CP_000792,merchant,Synthetic Counterparty 000792,PA,Synthetic Institution 017,EXT-00000792,76.85
CP_000793,merchant,Synthetic Counterparty 000793,AE,Synthetic Institution 018,EXT-00000793,14.41
CP_000794,merchant,Synthetic Counterparty 000794,GB,Synthetic Institution 019,EXT-00000794,21.74
CP_000795,beneficiary,Synthetic Counterparty 000795,AU,Synthetic Institution 020,EXT-00000795,24.06
CP_000796,merchant,Synthetic Counterparty 000796,BR,Synthetic Institution 021,EXT-00000796,46.39
CP_000797,beneficiary,Synthetic Counterparty 000797,US,Synthetic Institution 022,EXT-00000797,33.37
CP_000798,merchant,Synthetic Counterparty 000798,AU,Synthetic Institution 023,EXT-00000798,25.86
CP_000799,bank,Synthetic Counterparty 000799,VG,Synthetic Institution 024,EXT-00000799,76.38
CP_000800,bank,Synthetic Counterparty 000800,VG,Synthetic Institution 025,EXT-00000800,90.64
CP_000801,merchant,Synthetic Counterparty 000801,SG,Synthetic Institution 001,EXT-00000801,4.72
CP_000802,merchant,Synthetic Counterparty 000802,AU,Synthetic Institution 002,EXT-00000802,11.86
CP_000803,merchant,Synthetic Counterparty 000803,ZA,Synthetic Institution 003,EXT-00000803,73.72
CP_000804,merchant,Synthetic Counterparty 000804,US,Synthetic Institution 004,EXT-00000804,22.25
CP_000805,exchange,Synthetic Counterparty 000805,GB,Synthetic Institution 005,EXT-00000805,14.51
CP_000806,bank,Synthetic Counterparty 000806,AU,Synthetic Institution 006,EXT-00000806,29.81
CP_000807,wallet,Synthetic Counterparty 000807,ZA,Synthetic Institution 007,EXT-00000807,60.57
CP_000808,merchant,Synthetic Counterparty 000808,AU,Synthetic Institution 008,EXT-00000808,21.07
CP_000809,bank,Synthetic Counterparty 000809,CA,Synthetic Institution 009,EXT-00000809,24.5
CP_000810,merchant,Synthetic Counterparty 000810,HK,Synthetic Institution 010,EXT-00000810,41.52
CP_000811,merchant,Synthetic Counterparty 000811,US,Synthetic Institution 011,EXT-00000811,29.46
CP_000812,merchant,Synthetic Counterparty 000812,CA,Synthetic Institution 012,EXT-00000812,28.67
CP_000813,merchant,Synthetic Counterparty 000813,VG,Synthetic Institution 013,EXT-00000813,73.48
CP_000814,merchant,Synthetic Counterparty 000814,US,Synthetic Institution 014,EXT-00000814,32.63
CP_000815,merchant,Synthetic Counterparty 000815,SG,Synthetic Institution 015,EXT-00000815,44.36
CP_000816,bank,Synthetic Counterparty 000816,HK,Synthetic Institution 016,EXT-00000816,4.68
CP_000817,merchant,Synthetic Counterparty 000817,ZA,Synthetic Institution 017,EXT-00000817,13.64
CP_000818,bank,Synthetic Counterparty 000818,CA,Synthetic Institution 018,EXT-00000818,19.14
CP_000819,wallet,Synthetic Counterparty 000819,AE,Synthetic Institution 019,EXT-00000819,29.0
CP_000820,merchant,Synthetic Counterparty 000820,HK,Synthetic Institution 020,EXT-00000820,52.11
CP_000821,merchant,Synthetic Counterparty 000821,CA,Synthetic Institution 021,EXT-00000821,47.48
CP_000822,beneficiary,Synthetic Counterparty 000822,PA,Synthetic Institution 022,EXT-00000822,46.42
CP_000823,merchant,Synthetic Counterparty 000823,AU,Synthetic Institution 023,EXT-00000823,25.64
CP_000824,beneficiary,Synthetic Counterparty 000824,GB,Synthetic Institution 024,EXT-00000824,57.44
CP_000825,beneficiary,Synthetic Counterparty 000825,CA,Synthetic Institution 025,EXT-00000825,8.9
CP_000826,merchant,Synthetic Counterparty 000826,HK,Synthetic Institution 001,EXT-00000826,27.53
CP_000827,merchant,Synthetic Counterparty 000827,DE,Synthetic Institution 002,EXT-00000827,4.48
CP_000828,beneficiary,Synthetic Counterparty 000828,DE,Synthetic Institution 003,EXT-00000828,24.3
CP_000829,wallet,Synthetic Counterparty 000829,CA,Synthetic Institution 004,EXT-00000829,10.97
CP_000830,merchant,Synthetic Counterparty 000830,ZA,Synthetic Institution 005,EXT-00000830,47.17
